solicitation_number,title,agency,docname,document_token,attempted_url,resolved_url,downloaded,parsed,parse_elapsed_s,parse_error,extracted_text_len,sha256,bytes,pdf_path,http_status,content_type,stage,ok
DCKA-2023-B-0042,District of Columbia Power Line Undergrounding (DC Plug) Feeder 15001,DDOT,DCKA-2023-B-0042_Amd7.pdf,RENLQS0yMDIzLUItMDA0MsKmezAwRUIyQjg5LTAwMDAtQ0UxNC1BMEM1LThFQzJENjJDODk2OX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIzLUItMDA0MsKmezAwRUIyQjg5LTAwMDAtQ0UxNC1BMEM1LThFQzJENjJDODk2OX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIzLUItMDA0MsKmezAwRUIyQjg5LTAwMDAtQ0UxNC1BMEM1LThFQzJENjJDODk2OX0=,True,True,1.492,,3510.0,eb036a8249200a83f7d24022c3a1905d7f1494d4c57c0e07faec30f646ce0e42,182797.0,data\raw\dc_pass_docs\DCKA-2023-B-0042_Amd7.pdf,,,,
DCKA-2023-B-0042,District of Columbia Power Line Undergrounding (DC Plug) Feeder 15001,DDOT,DCKA-2023-B-0042_Amd5.pdf,RENLQS0yMDIzLUItMDA0MsKmezQwQjRFNDg4LTAwMDAtQ0YxRi1CRjFGLTJFOUE3NDE0REU0N30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIzLUItMDA0MsKmezQwQjRFNDg4LTAwMDAtQ0YxRi1CRjFGLTJFOUE3NDE0REU0N30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIzLUItMDA0MsKmezQwQjRFNDg4LTAwMDAtQ0YxRi1CRjFGLTJFOUE3NDE0REU0N30=,True,True,1.447,,4743.0,96ba5e38623ccd7b195d52ae062fa780c7f64b3eb7c614b6dc2432e5cc94a199,189226.0,data\raw\dc_pass_docs\DCKA-2023-B-0042_Amd5.pdf,,,,
DCKA-2023-B-0042,District of Columbia Power Line Undergrounding (DC Plug) Feeder 15001,DDOT,DCKA-2023-B-0042_Amd6.pdf,RENLQS0yMDIzLUItMDA0MsKmezcwQjNFNDg4LTAwMDAtQzYxOS1CRkRELTBFOTUzMTA4MkNBM30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIzLUItMDA0MsKmezcwQjNFNDg4LTAwMDAtQzYxOS1CRkRELTBFOTUzMTA4MkNBM30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIzLUItMDA0MsKmezcwQjNFNDg4LTAwMDAtQzYxOS1CRkRELTBFOTUzMTA4MkNBM30=,True,True,1.369,,3515.0,5607cbb717c0a4f7baa163e872090a4c9ef16d339107d334f6ea7152e0bd4110,82985.0,data\raw\dc_pass_docs\DCKA-2023-B-0042_Amd6.pdf,,,,
DCKA-2023-B-0042,District of Columbia Power Line Undergrounding (DC Plug) Feeder 15001,DDOT,DCKA-2023-B-0042_Amd1.pdf,RENLQS0yMDIzLUItMDA0MsKme0QwQUQ4Qjg4LTAwMDAtQ0ExMi1CMDBGLUM0M0IwNTREODg0MH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIzLUItMDA0MsKme0QwQUQ4Qjg4LTAwMDAtQ0ExMi1CMDBGLUM0M0IwNTREODg0MH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDIzLUItMDA0MsKme0QwQUQ4Qjg4LTAwMDAtQ0ExMi1CMDBGLUM0M0IwNTREODg0MH0=,True,True,1.484,,3481.0,e959078d0ab89c3b085aa2d2006bbdf2590a060b6254dee7abee210916ee0a1a,159048.0,data\raw\dc_pass_docs\DCKA-2023-B-0042_Amd1.pdf,,,,
PCSB-2023-02,Approved Auditor List,DCPCSB,PCSB-2023-02_Att1.pdf,UENTQi0yMDIzLTAywqZ7QTAzMDZBODktMDAwMC1DMTEwLUIwRjYtNDhFMEU0NEEwNEUzfQ==,https://contracts.ocp.dc.gov/solicitations/attachments/UENTQi0yMDIzLTAywqZ7QTAzMDZBODktMDAwMC1DMTEwLUIwRjYtNDhFMEU0NEEwNEUzfQ==,https://contracts.ocp.dc.gov/solicitations/attachments/UENTQi0yMDIzLTAywqZ7QTAzMDZBODktMDAwMC1DMTEwLUIwRjYtNDhFMEU0NEEwNEUzfQ==,True,False,9.218,parse_timeout>8.0s,0.0,3d5a411f3fbce24a1b9dd695892fe1cc392c0ecd7348a8bbec984f67f2f8ecdf,168231.0,data\raw\dc_pass_docs\PCSB-2023-02_Att1.pdf,,,,
PCSB-2023-02,Approved Auditor List,DCPCSB,PCSB-2023-02_Att1.pdf,UENTQi0yMDIzLTAywqZ7RDBBOTk4ODktMDAwMC1DNzFGLUI4OEYtQzgzM0E2Mzc4ODJBfQ==,https://contracts.ocp.dc.gov/solicitations/attachments/UENTQi0yMDIzLTAywqZ7RDBBOTk4ODktMDAwMC1DNzFGLUI4OEYtQzgzM0E2Mzc4ODJBfQ==,https://contracts.ocp.dc.gov/solicitations/attachments/UENTQi0yMDIzLTAywqZ7RDBBOTk4ODktMDAwMC1DNzFGLUI4OEYtQzgzM0E2Mzc4ODJBfQ==,True,False,9.492,parse_timeout>8.0s,0.0,17b6fbd0e06c479fe1a89a11ae369e0356829b69fd87c72b7394e4d0ccc979a6,168151.0,data\raw\dc_pass_docs\PCSB-2023-02_Att1.pdf,,,,
DCKA-2024-Q-0023,Construction Management Services for Rehabilitation of Theodore Roosevelt Memorial Bridge,DDOT,DCKA-2024-Q-0023_Amd1.pdf,RENLQS0yMDI0LVEtMDAyM8Kme0IwMTBCNjhDLTAwMDAtQ0QxOC1BNjI1LUJGNzM0NTMyNzJFRX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDAyM8Kme0IwMTBCNjhDLTAwMDAtQ0QxOC1BNjI1LUJGNzM0NTMyNzJFRX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDAyM8Kme0IwMTBCNjhDLTAwMDAtQ0QxOC1BNjI1LUJGNzM0NTMyNzJFRX0=,True,False,9.465,parse_timeout>8.0s,0.0,46845d657e332742a7a4798179622b573d1f87970b4a6679c90018a3aa84d89e,5545897.0,data\raw\dc_pass_docs\DCKA-2024-Q-0023_Amd1.pdf,,,,
DCKA-2024-Q-0023,Construction Management Services for Rehabilitation of Theodore Roosevelt Memorial Bridge,DDOT,DCKA-2024-Q-0023_Amd2.pdf,RENLQS0yMDI0LVEtMDAyM8Kme0YwMjY1NzhELTAwMDAtQzMxMS1BQUU0LTdBMjAzNUEwRThFMX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDAyM8Kme0YwMjY1NzhELTAwMDAtQzMxMS1BQUU0LTdBMjAzNUEwRThFMX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDAyM8Kme0YwMjY1NzhELTAwMDAtQzMxMS1BQUU0LTdBMjAzNUEwRThFMX0=,True,False,9.446,parse_timeout>8.0s,0.0,7e7ddfa989add51dca9d3e715a2d2474e3c624c8544ba368465ae255f3893d4e,309608.0,data\raw\dc_pass_docs\DCKA-2024-Q-0023_Amd2.pdf,,,,
DCKA-2024-Q-0023,Construction Management Services for Rehabilitation of Theodore Roosevelt Memorial Bridge,DDOT,DCKA-2024-Q-0023_Amd3 1.pdf,RENLQS0yMDI0LVEtMDAyM8KmezQwM0VEMThELTAwMDAtQzcxNC1BNDg0LUY4MTIxNDMwODJFNX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDAyM8KmezQwM0VEMThELTAwMDAtQzcxNC1BNDg0LUY4MTIxNDMwODJFNX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDAyM8KmezQwM0VEMThELTAwMDAtQzcxNC1BNDg0LUY4MTIxNDMwODJFNX0=,True,False,9.325,parse_timeout>8.0s,0.0,579977d460e4408dbf9cc6ede165e7016ed2f956246346b7cf8fcfc25638e06a,397620.0,data\raw\dc_pass_docs\DCKA-2024-Q-0023_Amd3_1.pdf,,,,
DCKA-2024-Q-0023,Construction Management Services for Rehabilitation of Theodore Roosevelt Memorial Bridge,DDOT,DCKA-2024-Q-0023_Att1.pdf,RENLQS0yMDI0LVEtMDAyM8KmezEwQkM2RThDLTAwMDAtQzUxQS05RjExLUUxRjlFNEM2QzY1MX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDAyM8KmezEwQkM2RThDLTAwMDAtQzUxQS05RjExLUUxRjlFNEM2QzY1MX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDAyM8KmezEwQkM2RThDLTAwMDAtQzUxQS05RjExLUUxRjlFNEM2QzY1MX0=,True,False,9.599,parse_timeout>8.0s,0.0,7ac89cbaa1e37eaac5180449aaeba12fec337a75bc3b21e3f9373f6d490086b4,1452552.0,data\raw\dc_pass_docs\DCKA-2024-Q-0023_Att1.pdf,,,,
DCKA-2024-B-0046,Freeway I-295 DMS (Dynamic Message Sign) Replacement,OCP,DCKA-2024-B-0046_Amd1.pdf,RENLQS0yMDI0LUItMDA0NsKmezkwNUMzQjhGLTAwMDAtQ0MxQS1CMThCLUUyM0UwRTUwODY2NX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDA0NsKmezkwNUMzQjhGLTAwMDAtQ0MxQS1CMThCLUUyM0UwRTUwODY2NX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDA0NsKmezkwNUMzQjhGLTAwMDAtQ0MxQS1CMThCLUUyM0UwRTUwODY2NX0=,True,True,2.065,,4089.0,3f0853f419eb50b95b82c58d20eab7beb4fafaa370b31280294fe59103ee6ab2,179653.0,data\raw\dc_pass_docs\DCKA-2024-B-0046_Amd1.pdf,,,,
DCKA-2024-B-0046,Freeway I-295 DMS (Dynamic Message Sign) Replacement,OCP,DCKA-2024-B-0046_Att1.pdf,RENLQS0yMDI0LUItMDA0NsKme0UwNDlDRDhFLTAwMDAtQzExQy04OTgyLTAzMUUxNkQyN0YxMH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDA0NsKme0UwNDlDRDhFLTAwMDAtQzExQy04OTgyLTAzMUUxNkQyN0YxMH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDA0NsKme0UwNDlDRDhFLTAwMDAtQzExQy04OTgyLTAzMUUxNkQyN0YxMH0=,True,False,9.26,parse_timeout>8.0s,0.0,30231bfba28d80bcddfb5d68d79dbb9decaa550b9cb3a15d939faf101ae139d6,1099085.0,data\raw\dc_pass_docs\DCKA-2024-B-0046_Att1.pdf,,,,
DCKA-2024-B-0009,Rehabilitation of Theodore Roosevelt Bridge,DDOT,DCKA-2024-B-0009_Amd2.pdf,RENLQS0yMDI0LUItMDAwOcKmezcwOTUzOThGLTAwMDAtQzkxNy1BNTcwLTNCRDlDNkUwNTNFNX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKmezcwOTUzOThGLTAwMDAtQzkxNy1BNTcwLTNCRDlDNkUwNTNFNX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKmezcwOTUzOThGLTAwMDAtQzkxNy1BNTcwLTNCRDlDNkUwNTNFNX0=,True,False,9.284,parse_timeout>8.0s,0.0,2de331ae28a7cdea805955335849f4ed7081b22443ca448ff475ece2e31c1dd4,221926.0,data\raw\dc_pass_docs\DCKA-2024-B-0009_Amd2.pdf,,,,
DCKA-2024-B-0009,Rehabilitation of Theodore Roosevelt Bridge,DDOT,DCKA-2024-B-0009_Amd1.pdf,RENLQS0yMDI0LUItMDAwOcKme0YwMjQwNjhGLTAwMDAtQzYxNi05NUUzLTg2MEM3QTUwOTAyNH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKme0YwMjQwNjhGLTAwMDAtQzYxNi05NUUzLTg2MEM3QTUwOTAyNH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKme0YwMjQwNjhGLTAwMDAtQzYxNi05NUUzLTg2MEM3QTUwOTAyNH0=,True,True,1.49,,4105.0,46644c987b1ada5f497db03f161d483b49d5e6e86603e0bc6e9fe68ee253045f,86484.0,data\raw\dc_pass_docs\DCKA-2024-B-0009_Amd1.pdf,,,,
DCKA-2024-B-0009,Rehabilitation of Theodore Roosevelt Bridge,DDOT,DCKA-2024-B-0009_Amd7.pdf,RENLQS0yMDI0LUItMDAwOcKme0IwMTFDNjkwLTAwMDAtQ0MxNC1BRjA2LUUxNjcwOEIyNTc4RX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKme0IwMTFDNjkwLTAwMDAtQ0MxNC1BRjA2LUUxNjcwOEIyNTc4RX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKme0IwMTFDNjkwLTAwMDAtQ0MxNC1BRjA2LUUxNjcwOEIyNTc4RX0=,True,True,1.582,,3701.0,44e1729fc366c342ce9e3782f60e2b88b69edc8edc45dfae86e81a1c86f383e7,220410.0,data\raw\dc_pass_docs\DCKA-2024-B-0009_Amd7.pdf,,,,
DCKA-2024-B-0009,Rehabilitation of Theodore Roosevelt Bridge,DDOT,DCKA-2024-B-0009_Amd3.pdf,RENLQS0yMDI0LUItMDAwOcKme0QwMkQ3MjhGLTAwMDAtQ0QxOS05RjI0LTdFODRFMEU4MUI3Rn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKme0QwMkQ3MjhGLTAwMDAtQ0QxOS05RjI0LTdFODRFMEU4MUI3Rn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKme0QwMkQ3MjhGLTAwMDAtQ0QxOS05RjI0LTdFODRFMEU4MUI3Rn0=,True,False,9.458,parse_timeout>8.0s,0.0,567818dc02517e663b62b611005feb5016f7f786c7be5ea8b424925b6c8d566c,375235.0,data\raw\dc_pass_docs\DCKA-2024-B-0009_Amd3.pdf,,,,
DCKA-2024-B-0009,Rehabilitation of Theodore Roosevelt Bridge,DDOT,DCKA-2024-B-0009_Amd6.pdf,RENLQS0yMDI0LUItMDAwOcKmezgwMTJDNjkwLTAwMDAtQ0MxNi04REUwLTYwQUIyOTdCQkQ3Rn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKmezgwMTJDNjkwLTAwMDAtQ0MxNi04REUwLTYwQUIyOTdCQkQ3Rn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKmezgwMTJDNjkwLTAwMDAtQ0MxNi04REUwLTYwQUIyOTdCQkQ3Rn0=,True,False,9.257,parse_timeout>8.0s,0.0,866c7f7928512eb6e60d284c28540c07d15c16a2ed8aadb4c9ea10927d39f91b,556308.0,data\raw\dc_pass_docs\DCKA-2024-B-0009_Amd6.pdf,,,,
DCKA-2024-B-0009,Rehabilitation of Theodore Roosevelt Bridge,DDOT,DCKA-2024-B-0009_Amd8.pdf,RENLQS0yMDI0LUItMDAwOcKmezIwMTFDNjkwLTAwMDAtQ0MxMS1CQURBLURBRTE4MkQ3MDE4RX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKmezIwMTFDNjkwLTAwMDAtQ0MxMS1CQURBLURBRTE4MkQ3MDE4RX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKmezIwMTFDNjkwLTAwMDAtQ0MxMS1CQURBLURBRTE4MkQ3MDE4RX0=,True,True,1.574,,7132.0,d446ceba0d88f0d9f04ebbca15fa58a3524afd9b0dff592e7fbc8b7954994e31,282603.0,data\raw\dc_pass_docs\DCKA-2024-B-0009_Amd8.pdf,,,,
DCKA-2024-B-0009,Rehabilitation of Theodore Roosevelt Bridge,DDOT,DCKA-2024-B-0009_Amd5.pdf,RENLQS0yMDI0LUItMDAwOcKme0MwMzVFRjhGLTAwMDAtQzgxOS05RTVGLUU4RDM5MkExOEUzMn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKme0MwMzVFRjhGLTAwMDAtQzgxOS05RTVGLUU4RDM5MkExOEUzMn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKme0MwMzVFRjhGLTAwMDAtQzgxOS05RTVGLUU4RDM5MkExOEUzMn0=,True,False,9.224,parse_timeout>8.0s,0.0,36f5217c5fce12a809cce2f75ac0c2d2474b6591ca510a73cf2225cf862e0f8a,461379.0,data\raw\dc_pass_docs\DCKA-2024-B-0009_Amd5.pdf,,,,
DCKA-2024-B-0009,Rehabilitation of Theodore Roosevelt Bridge,DDOT,DCKA-2024-B-0009_Amd4.pdf,RENLQS0yMDI0LUItMDAwOcKmezkwRjlDNDhGLTAwMDAtQzUxMy1BMzE5LUU2QTk4QTU5NjhERX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKmezkwRjlDNDhGLTAwMDAtQzUxMy1BMzE5LUU2QTk4QTU5NjhERX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDAwOcKmezkwRjlDNDhGLTAwMDAtQzUxMy1BMzE5LUU2QTk4QTU5NjhERX0=,True,True,1.377,,3802.0,74f6d4e1b7418cd03d676ff4b82b75fbc00027106df53ba6f28235b2e541b0dd,150959.0,data\raw\dc_pass_docs\DCKA-2024-B-0009_Amd4.pdf,,,,
DCKA-2024-Q-0070,Construction Management Services For Alley Restoration Citywide Project.,DDOT,DCKA-2024-Q-0070_Amd1.pdf,RENLQS0yMDI0LVEtMDA3MMKme0MwQTQyNzkwLTAwMDAtQ0UxMi1BMDJCLTk1MjQzN0YwMzU1M30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDA3MMKme0MwQTQyNzkwLTAwMDAtQ0UxMi1BMDJCLTk1MjQzN0YwMzU1M30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDA3MMKme0MwQTQyNzkwLTAwMDAtQ0UxMi1BMDJCLTk1MjQzN0YwMzU1M30=,True,False,9.219,parse_timeout>8.0s,0.0,7dd6f74b20d78d3321f9d51a8b4468089d0b47f6f5a7fa872cb4a015ca80aeea,300109.0,data\raw\dc_pass_docs\DCKA-2024-Q-0070_Amd1.pdf,,,,
DCKA-2024-Q-0070,Construction Management Services For Alley Restoration Citywide Project.,DDOT,DCKA-2024-Q-0070_Att1.pdf,RENLQS0yMDI0LVEtMDA3MMKmezUwMzVFRjhGLTAwMDAtQ0IxMC1CMDEyLTJBNkEyOURFNzkwM30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDA3MMKmezUwMzVFRjhGLTAwMDAtQ0IxMC1CMDEyLTJBNkEyOURFNzkwM30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDA3MMKmezUwMzVFRjhGLTAwMDAtQ0IxMC1CMDEyLTJBNkEyOURFNzkwM30=,True,False,9.192,parse_timeout>8.0s,0.0,e6ae86513418cb2ce2b9eb8eceff9eec1e17d5bd32a1b8ad3cd93f613035a693,998140.0,data\raw\dc_pass_docs\DCKA-2024-Q-0070_Att1.pdf,,,,
DCKA-2024-Q-0070,Construction Management Services For Alley Restoration Citywide Project.,DDOT,DCKA-2024-Q-0070_Amd3.pdf,RENLQS0yMDI0LVEtMDA3MMKmezQwMEZDNjkwLTAwMDAtQ0ExNy1CQjU4LTA3QzFGQTU0OTMxNn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDA3MMKmezQwMEZDNjkwLTAwMDAtQ0ExNy1CQjU4LTA3QzFGQTU0OTMxNn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDA3MMKmezQwMEZDNjkwLTAwMDAtQ0ExNy1CQjU4LTA3QzFGQTU0OTMxNn0=,True,True,1.415,,4057.0,a842c475c4163c150cfe11d3cb4e27650a6f09c4396dc3f6e66b8afee01abe25,249626.0,data\raw\dc_pass_docs\DCKA-2024-Q-0070_Amd3.pdf,,,,
DCKA-2024-Q-0070,Construction Management Services For Alley Restoration Citywide Project.,DDOT,DCKA-2024-Q-0070_Amd2.pdf,RENLQS0yMDI0LVEtMDA3MMKme0IwNTI0QjkwLTAwMDAtQzQxOS04RkU4LUU5QkJCQzk2ODU4MX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDA3MMKme0IwNTI0QjkwLTAwMDAtQzQxOS04RkU4LUU5QkJCQzk2ODU4MX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVEtMDA3MMKme0IwNTI0QjkwLTAwMDAtQzQxOS04RkU4LUU5QkJCQzk2ODU4MX0=,True,True,1.703,,7240.0,cd4440d9b9a228c02ea3e238eb4e526a167fcf3b729083a1493520a86153a300,342420.0,data\raw\dc_pass_docs\DCKA-2024-Q-0070_Amd2.pdf,,,,
DCKA-2024-B-0071,"Pennsylvania Ave West Streetscape from 17th Street 
NW to Washington Circle
",DDOT,DCKA-2024-B-0071_Amd3.pdf,RENLQS0yMDI0LUItMDA3McKmezIwQUMzMzkyLTAwMDAtQzMxMi05Q0JDLTQ2MTdERDI1OEMxOX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDA3McKmezIwQUMzMzkyLTAwMDAtQzMxMi05Q0JDLTQ2MTdERDI1OEMxOX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDA3McKmezIwQUMzMzkyLTAwMDAtQzMxMi05Q0JDLTQ2MTdERDI1OEMxOX0=,True,True,1.797,,3999.0,d8b073fea06abe3360673f07ee4d7f7e81201dff759a34566d897496f90ae7c0,259926.0,data\raw\dc_pass_docs\DCKA-2024-B-0071_Amd3.pdf,,,,
DCKA-2024-B-0071,"Pennsylvania Ave West Streetscape from 17th Street 
NW to Washington Circle
",DDOT,DCKA-2024-B-0071_Amd5.pdf,RENLQS0yMDI0LUItMDA3McKme0YwOUU5MTkyLTAwMDAtQ0UxNi1BNTUzLTBCM0E4MTUyMjVCMn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDA3McKme0YwOUU5MTkyLTAwMDAtQ0UxNi1BNTUzLTBCM0E4MTUyMjVCMn0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDA3McKme0YwOUU5MTkyLTAwMDAtQ0UxNi1BNTUzLTBCM0E4MTUyMjVCMn0=,True,True,1.51,,3934.0,2df0e03acd99bd877a3808a8750834fdf6dab7cc5c0794ef27553071c0a7efd0,257213.0,data\raw\dc_pass_docs\DCKA-2024-B-0071_Amd5.pdf,,,,
DCKA-2024-B-0071,"Pennsylvania Ave West Streetscape from 17th Street 
NW to Washington Circle
",DDOT,DCKA-2024-B-0071_Amd4.pdf,RENLQS0yMDI0LUItMDA3McKmezgwOUY5MTkyLTAwMDAtQzExNi05MTJGLTA1MjNGRUYyQ0IyOX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDA3McKmezgwOUY5MTkyLTAwMDAtQzExNi05MTJGLTA1MjNGRUYyQ0IyOX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LUItMDA3McKmezgwOUY5MTkyLTAwMDAtQzExNi05MTJGLTA1MjNGRUYyQ0IyOX0=,True,True,1.54,,4070.0,a7fb661701248ca9dffa60b25af2ceba7402abc841f78a4f3a13a95cc3cb421a,130509.0,data\raw\dc_pass_docs\DCKA-2024-B-0071_Amd4.pdf,,,,
DCKA-2024-R-0101,Secure Bicycle Parking for District Residents (Bike Sheds),OCP,DCKA-2024-R-0101_Amd1.pdf,RENLQS0yMDI0LVItMDEwMcKme0YwQUQzMzkyLTAwMDAtQ0MxQi1COTBDLTBFQTYwQjY2RTQ0RH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVItMDEwMcKme0YwQUQzMzkyLTAwMDAtQ0MxQi1COTBDLTBFQTYwQjY2RTQ0RH0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVItMDEwMcKme0YwQUQzMzkyLTAwMDAtQ0MxQi1COTBDLTBFQTYwQjY2RTQ0RH0=,True,False,9.263,parse_timeout>8.0s,0.0,e26f2e6afa0d14f7a71866e099b9dde96c7eef9f8e80f443079592394f1f3f62,1377259.0,data\raw\dc_pass_docs\DCKA-2024-R-0101_Amd1.pdf,,,,
DCKA-2024-R-0101,Secure Bicycle Parking for District Residents (Bike Sheds),OCP,DCKA-2024-R-0101_Att2.pdf,RENLQS0yMDI0LVItMDEwMcKme0IwOUQ5MTkyLTAwMDAtQ0QxMS1CMkIyLTU1RkUzNTEzRkU4N30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVItMDEwMcKme0IwOUQ5MTkyLTAwMDAtQ0QxMS1CMkIyLTU1RkUzNTEzRkU4N30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVItMDEwMcKme0IwOUQ5MTkyLTAwMDAtQ0QxMS1CMkIyLTU1RkUzNTEzRkU4N30=,True,False,9.456,parse_timeout>8.0s,0.0,ec2b9470831d5944f4d372bba78ecb1792bd3b8c4e6731840c8f6985f8fe127b,895004.0,data\raw\dc_pass_docs\DCKA-2024-R-0101_Att2.pdf,,,,
DCKA-2024-R-0101,Secure Bicycle Parking for District Residents (Bike Sheds),OCP,DCKA-2024-R-0101 _Amd3.pdf,RENLQS0yMDI0LVItMDEwMcKmezIwOUU5MTkyLTAwMDAtQzUxMy04NThGLTJFNzk5NkZCNjlDQX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVItMDEwMcKmezIwOUU5MTkyLTAwMDAtQzUxMy04NThGLTJFNzk5NkZCNjlDQX0=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVItMDEwMcKmezIwOUU5MTkyLTAwMDAtQzUxMy04NThGLTJFNzk5NkZCNjlDQX0=,True,False,9.62,parse_timeout>8.0s,0.0,702de56cfc904646a635f0decdfe94d3b1657aa2c264439a2dc8a479c8ca2f46,1650449.0,data\raw\dc_pass_docs\DCKA-2024-R-0101__Amd3.pdf,,,,
DCKA-2024-R-0101,Secure Bicycle Parking for District Residents (Bike Sheds),OCP,DCKA-2024-R-0101 _Amd2.pdf,RENLQS0yMDI0LVItMDEwMcKmezkwOUU5MTkyLTAwMDAtQzMxNS1CRkRBLTI1NkU3MTEzOTU5N30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVItMDEwMcKmezkwOUU5MTkyLTAwMDAtQzMxNS1CRkRBLTI1NkU3MTEzOTU5N30=,https://contracts.ocp.dc.gov/solicitations/attachments/RENLQS0yMDI0LVItMDEwMcKmezkwOUU5MTkyLTAwMDAtQzMxNS1CRkRBLTI1NkU3MTEzOTU5N30=,True,True,1.837,,3682.0,4dfa26c0a7a4f7a74abda66e3d42850ba5c3ab651a6e23dbde2991b9df587cd0,216538.0,data\raw\dc_pass_docs\DCKA-2024-R-0101__Amd2.pdf,,,,
